,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1467,"Orangi, Karachi, Pakistan",24/5/2020 17:16,"due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. #travelladakh #phugtal #zanskar #monastery https://t.co/AyuaQr5P3I",-0.5423,1,negative
1468,,24/5/2020 17:16,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1469,"London, England",24/5/2020 17:15,Feeling overwhelmed Covid? Our amazing online group help manage wellbeing uncertain times. See poster access. @DrGilluley @DrAmarShah @HowToEnjoyLDN @NewhamLondon @NewhamMuslims @NHS_ELFT #KindnessMatters #COVID19 #BeKind #stress #depression https://t.co/bdh0D7ZMNA,-0.128,1,negative
1470,"Orangi, Karachi, Pakistan",24/5/2020 17:15,"Amid lockdown due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. PC: @stanzinkhakyab #phugtal #zanskar #monastery https://t.co/GeypPwipFA",-0.5423,1,negative
1471,United States,24/5/2020 17:10,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1472,,24/5/2020 17:10,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1473,United Kingdom,24/5/2020 17:10,The chronic #stress #coronavirus affecting #mentalhealth - here's #exercise help.https://t.co/cQcT7QA8Gu https://t.co/dL9tcj3R06,-0.4215,1,negative
1474,,24/5/2020 17:05,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1475,Houston,24/5/2020 17:03,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1476,Houston,24/5/2020 17:02,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1477,"Shrewsbury, Shropshire",24/5/2020 17:02,"Delirium, #depression, #anxiety, #PTSD – less discussed effects #COVID-19 #mentalhealth https://t.co/kzdBvxfct2 via @ConversationUK",-0.6597,1,negative
1478,"Jupiter, FL",24/5/2020 17:01,"Relax minutes, chillout https://t.co/KIG4U6xFSb #QuarantineLife #QArmy #COVID19 #coronavirus #COVIDー19 #HOMEFEST #NursesAreHeroes #QuarentineLife #ericclapton #Quarantine #COVID #SundayMorning #VirusCorona #Quarantine #Doctors #sundayvibes #stress #stressed #sitar",-0.3182,1,negative
1479,"California, USA",24/5/2020 17:00,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1480,,24/5/2020 17:00,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1481,Houston,24/5/2020 16:59,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1482,third iglu from the left,24/5/2020 16:57,Cartoon @hilltimes #coronavirus #recession #depression https://t.co/9wdHcaKct3,-0.7579,1,negative
1483,Houston,24/5/2020 16:57,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1484,,24/5/2020 16:53,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1485,,24/5/2020 16:52,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,1,negative
1486,United States,24/5/2020 16:50,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1487,noida india ,24/5/2020 16:48,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,3,positive
1488,"Toronto, Ontario",24/5/2020 16:48,"As emerge sunlight emotions. I offer expert help PTSD, stress, anxiety, fear grief. Helping help others. 😇 #mentalhealth #anxiety #stress #trauma #ptsd #depression #covid19 #grief #fear #therapy #counselling #anxietyrelief #ptsd https://t.co/3maewrt5Ed",-0.9493,1,negative
1489,Washinton,24/5/2020 16:43,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1490,"New York, NY",24/5/2020 16:43,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1491,"Baltimore, MD",24/5/2020 16:42,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1492,"North Carolina, USA",24/5/2020 16:40,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1493,"Ottawa, Ontario",24/5/2020 16:40,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1494,American Plantation,24/5/2020 16:39,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1495,"JS Arcade, Sector 18, Noida",24/5/2020 16:38,👉🏻Fb Live 👉🏻A Live Session On Women And Depression By Dr. Shekhar Benjamin 👉🏻Date &amp; Time: Tomorrow | 7:30 PM 👉🏻Live On: https://t.co/QFHx9oqrpF #depression #session #happiness #Coronavirus #dieticianpriyamittal #women #relationship #diettips #weightlosstips #fithaitohithai https://t.co/4goTNXcdrW,-0.5859,1,negative
1496,Midwestern Humorist,24/5/2020 16:37,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1497,LA,24/5/2020 16:37,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1498,"Kansas City, MO",24/5/2020 16:33,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1499,,24/5/2020 16:31,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1500,United States,24/5/2020 16:31,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1501,"Houston, Texas; Padua, Italy",24/5/2020 16:31,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1502,"California, USA",24/5/2020 16:29,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1503,Highgate,24/5/2020 16:27,Could thoughts people life reason #depressed? 💎 #Mindfulness #MentalHealthAwareness #MentalHealthWeek #MentalHealth #coronavirusuk #Covid19UK #CoronavirusCrisis #COVID__19 #mentalhealth #depression #day59oflockdown https://t.co/UVdFq6hCY2,-0.7906,1,negative
1504, New York,24/5/2020 16:26,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1505,Highgate,24/5/2020 16:20,"Tonight 7pm Facebook Live Sandra G. M. Jarvis, host #Masterclass How Beat #Depression💎 #Mindfulness #MentalHealthAwareness #MentalHealthWeek #MentalHealthMonth #coronavirusuk #Covid19UK #CoronavirusCrisis #COVID__19 #day54oflockdown #mentalhealth https://t.co/lN21L0dE7O",-0.5719,1,negative
1506,MA,24/5/2020 16:19,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1507,Akron/Ohio,24/5/2020 16:16,"#COVID-19 Lasting #Curse: #Depression, #Misery &amp; #Debt https://t.co/LDg3C2N7Ha",-0.9246,1,negative
1508,Kenya,24/5/2020 16:15,.: CERT: COVID-19 Will Pass https://t.co/cjPR0nRgPs #MentalHealthAwarenessMonth #MentalHealthAwareness #Mentalhealth #mentalillness #fearmongering #psychology #psychosis,0,2,neutral
1509,Bangalore,24/5/2020 16:15,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1510,"West Bromwich, England",24/5/2020 16:14,.: CERT: COVID-19 Will Pass https://t.co/cjPR0nRgPs #MentalHealthAwarenessMonth #MentalHealthAwareness #Mentalhealth #mentalillness #fearmongering #psychology #psychosis,0,2,neutral
1511,Tuscany Italy,24/5/2020 16:11,"As get ready cascade small business failures likely accompany #COVID19 #Fed engineered soft-landing #depression read 1992 #TheCrucialEra which, among things, details #America emerged #GreatDepression fell love w/#oligopolies https://t.co/52xgIuRmtA",0,2,neutral
1512,"West Chester, OH",24/5/2020 16:11,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1513,भारत,24/5/2020 16:07,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1514,"Cleveland, OH",24/5/2020 16:01,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1515,USA,24/5/2020 16:01,🛑 Just make sure social distancing times week daily. Make part routine. #Anxiety #Depression #QuarantineLife #Quarantine #Coronavirus #ParentingLife #QuarantineParenting #DadAdvice #ParentingAdvice https://t.co/uBmgv5G1t2,-0.6486,1,negative
1516,,24/5/2020 16:00,"May #MentalHealthMonth, &amp; want recognize unique position #frontline workers face amid #COVID19 &amp; toll takes mental wellness. We gathered resources help coping #stress, #anxiety, #trauma, #grief #pandemic: https://t.co/5wEFBTHvop https://t.co/GLehScRDUv",-0.5574,1,negative
1517,"Washington, D.C.",24/5/2020 16:00,".#covid19: ""Suddenly, many people meet criteria clinical #depression. Doctors scrambling determine needs urgent intervention, simply new normal.” @jameshamblin https://t.co/E5rTR5v2eS",-0.4404,1,negative
1518,Southern California,24/5/2020 15:59,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1519,London,24/5/2020 15:58,"I listened song help #depression help get go day. When finished, I though song’s good message government handling #Coronavirus situation. It’s @killingjokeband’s ‘Money Not Our God’",0.5574,3,positive
1520,"Lima, Ohio",24/5/2020 15:54,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1521,"California, USA",24/5/2020 15:53,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1522,Kohima,24/5/2020 15:53,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1523,"Miami Beach, FL",24/5/2020 15:50,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1524,"Salt Lake City, UT",24/5/2020 15:46,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
